gender,timestamp,playin_flag,rd1_win,rd2_win,rd3_win,rd4_win,rd5_win,rd6_win,rd7_win,results_to,team_alive,team_id,team_name,strength,team_seed,team_region,R64_picked,R32_picked,S16_picked,E8_picked,F4_picked,NCG_picked
mens,45370.7676821759,0,1,0.504254608366017,0.202994577423937,0.0521816493668167,0.0187441596542208,0.00437238876391121,0.00131359676276902,24,1,228,Clemson,83.8,6,West,53.50%,9.50%,5.40%,2.70%,1.40%,0.80%
mens,45370.7676821759,0,1,0.437567142390241,0.0964897527952437,0.0312257514756022,0.00469532844975558,0.00158564519659253,0.00052887417289067,25,1,265,Washington State,83.4,7,East,65.30%,12.30%,5.80%,2.10%,0.60%,0.30%
mens,45370.7676821759,0,1,0.649202622534565,0.203181983485438,0.0981555044294326,0.031746712531923,0.0142851278037681,0.00514486843754178,26,1,251,Texas,86.6,7,Midwest,84.90%,56.40%,14.30%,9.00%,4.00%,1.50%
mens,45370.7676821759,0,1,0.514190142083542,0.248304470739101,0.106918576148728,0.0318401880677236,0.00904846276664259,0.00235887631941475,27,1,57,Florida,84.2,7,South,73.40%,38.70%,9.80%,5.10%,2.40%,0.80%
mens,45370.7676821759,0,1,0.472466745793623,0.0980465540114172,0.0376602586063872,0.013083973779683,0.00293567307151156,0.000854347402547804,28,1,2168,Dayton,83.1,7,West,65.50%,20.40%,6.80%,2.10%,0.50%,0.30%
mens,45370.7676821759,0,1,0.65467348728189,0.0822467071734887,0.0351464739958903,0.0135670801828207,0.0046945014441288,0.00158920087027156,29,1,2226,Florida Atlantic,84.8,8,East,54.20%,7.10%,3.60%,1.50%,0.60%,0.30%
mens,45370.7676821759,0,1,0.372194236984996,0.0389472905331012,0.0140854694944158,0.00393933815549928,0.00138374262466488,0.000380028697175482,30,1,328,Utah State,82.3,8,Midwest,65.40%,14.40%,6.10%,1.20%,0.50%,0.30%
mens,45370.7676821759,0,1,0.463491207727733,0.120342598969227,0.0531931397344437,0.0240254773466814,0.00803348632718629,0.00247386739339456,31,1,158,Nebraska,84.2,8,South,44.00%,8.50%,2.90%,0.80%,0.30%,0.10%
mens,45370.7676821759,0,1,0.450866545432298,0.141268709650161,0.0692403100908284,0.0250301494880777,0.00754485353780614,0.00281395832035516,32,1,344,Mississippi State,85.5,8,West,41.80%,7.50%,2.20%,0.50%,0.20%,0.10%
mens,45370.7676821759,0,1,0.34532651271811,0.0230785094651052,0.00719228920305795,0.00199962610705129,0.000532703993029715,0.00014050624363781,33,1,77,Northwestern,80.7,9,East,53.70%,10.30%,4.30%,1.30%,0.50%,0.20%
mens,45370.7676821759,0,1,0.627805763015004,0.104970790647547,0.0486591528737456,0.0179216189309381,0.00726932039408732,0.00233424200309184,34,1,2628,TCU,85.0,9,Midwest,34.50%,8.50%,2.70%,1.00%,0.40%,0.30%
mens,45370.7676821759,0,1,0.536508792272267,0.151107703555832,0.0749494216445527,0.0376509200706298,0.0126624855062357,0.00389113176248141,35,1,245,Texas A&M,85.0,9,South,34.70%,4.70%,2.00%,0.80%,0.20%,0.10%
mens,45370.7676821759,0,1,0.549133454567702,0.193526794444545,0.10194489735934,0.039995763832181,0.0129499777308442,0.00510180438786871,36,1,127,Michigan State,86.9,9,West,41.50%,12.80%,4.20%,1.20%,0.50%,0.20%
mens,45370.7676821759,0,1,0.562432857609759,0.147190112543436,0.0490674141853103,0.00761765430272281,0.00229221626665134,0.000678880648687225,37,1,2181,Drake,82.9,10,East,23.40%,6.20%,1.50%,0.40%,0.20%,0.10%
mens,45370.7676821759,0,1,0.527533254206377,0.120413017163347,0.0525082867588339,0.0208629326720958,0.0051500315727531,0.00162786940399564,38,1,2440,Nevada,82.3,10,West,58.20%,11.90%,4.20%,1.30%,0.50%,0.20%
mens,45370.7676821759,0,1,0.236231714818352,0.0438177823590126,0.0107292485737377,0.00122878338793344,0.000235782602446394,4.53020350728915E-05,39,1,2184,Duquesne,79.0,11,East,58.00%,4.20%,2.10%,0.80%,0.30%,0.20%
mens,45370.7676821759,0,1,0.428031849202472,0.116466111724152,0.0280480267050249,0.00559860877653249,0.0018508621401976,0.000475303313232759,40,1,2483,Oregon,82.5,11,Midwest,45.80%,5.30%,2.30%,1.00%,0.40%,0.20%
mens,45370.7676821759,0,1,0.507083431808762,0.162158723179635,0.056387101293015,0.0132594605456192,0.00304596426940088,0.000644731017949949,41,1,152,North Carolina State,81.9,11,South,44.00%,14.50%,3.20%,1.20%,0.40%,0.20%
mens,45370.7676821759,0,1,0.495745391633983,0.197973974275918,0.0631662222147746,0.0272372614843665,0.00819955329733841,0.0030608423848681,42,1,167,New Mexico,84.2,11,West,34.60%,5.10%,1.60%,0.40%,0.20%,0.10%
mens,45370.7676821759,0,1,0.219420654595823,0.0397629023546822,0.00273988566202754,0.000554191372432784,0.000103523951127573,1.92156573206344E-05,43,1,5,UAB,78.5,12,East,46.30%,7.60%,2.90%,0.80%,0.30%,0.10%
mens,45370.7676821759,0,1,0.150489124403898,0.0445902012164009,0.00481770149688585,0.000948699771619385,0.000211684369725557,3.61439857249906E-05,44,1,2377,McNeese State,78.3,12,Midwest,42.00%,3.00%,1.40%,0.60%,0.30%,0.10%
mens,45370.7676821759,0,1,0.336687544027754,0.0998936929509768,0.0190825015965081,0.00610671868555825,0.00132727364308951,0.000267365176105355,45,1,256,James Madison,81.2,12,South,21.60%,4.70%,1.00%,0.40%,0.20%,0.10%
mens,45370.7676821759,0,1,0.35389596236742,0.129929850357492,0.042239655060899,0.0122525162412235,0.0035876560073606,0.00131034533721706,46,1,2253,Grand Canyon,81.2,12,West,14.70%,5.00%,1.50%,0.40%,0.20%,0.10%
mens,45370.7676821759,0,1,0.142077501345457,0.0470576042562434,0.00539945742794676,0.00160918213860763,0.000316566118391533,6.18858216655679E-05,47,1,43,Yale,79.7,13,East,26.60%,7.70%,1.10%,0.50%,0.20%,0.10%
mens,45370.7676821759,0,1,0.233762019154419,0.0509818068397569,0.0060760500181338,0.00128588829994561,0.000270899614943756,4.30084661945084E-05,48,1,2535,Samford,78.6,13,Midwest,11.90%,3.40%,0.80%,0.30%,0.10%,0.10%
mens,45370.7676821759,0,1,0.158319568821707,0.0504948713575875,0.00651395115070201,0.00152688370403125,0.000242024317582706,3.5723370338351E-05,49,1,261,Vermont,78.6,13,South,10.40%,3.10%,0.80%,0.30%,0.10%,0.00%
mens,45370.7676821759,0,1,0.203691297199753,0.0644974486150633,0.0132767892732262,0.00246808076034173,0.000355760065868561,7.07482824909494E-05,50,1,232,Charleston,79.5,13,West,20.40%,4.30%,1.00%,0.30%,0.10%,0.10%
mens,45370.7676821759,0,1,0.0815293676529956,0.0189602615147627,0.00305842771237074,0.000213200431952061,2.88577322736976E-05,3.94324219543005E-06,51,1,2413,Morehead State,75.9,14,East,27.10%,7.00%,0.80%,0.30%,0.10%,0.10%
mens,45370.7676821759,0,1,0.148830566261503,0.0577218971994966,0.0102898761475055,0.00152116208448911,0.000236783521085291,2.71657573605211E-05,52,1,2006,Akron,76.8,14,Midwest,8.10%,2.90%,0.80%,0.30%,0.10%,0.10%
mens,45370.7676821759,0,1,0.0935181552157252,0.0246448147223499,0.00379853632733255,0.000355027666014181,3.36466684325738E-05,3.03756713132034E-06,53,1,2473,Oakland,74.4,14,South,15.10%,5.40%,1.10%,0.40%,0.20%,0.10%
mens,45370.7676821759,0,1,0.113126733518688,0.0257772420260968,0.00258715806599593,0.000406655732183756,3.65454386398894E-05,4.85011402935064E-06,54,1,2142,Colgate,76.2,14,West,22.40%,9.70%,1.00%,0.40%,0.20%,0.10%
mens,45370.7676821759,0,1,0.0525142385265521,0.0124707593222513,0.00157401095091483,7.78330952517021E-05,9.62095638080332E-06,1.20381805161412E-06,55,1,2571,South Dakota State,74.5,15,East,7.50%,2.40%,0.70%,0.20%,0.10%,0.00%
mens,45370.7676821759,0,1,0.0249533856526177,0.00305878663177075,0.000349053590631695,2.05948883709837E-05,1.51071095913739E-06,8.01836178054354E-08,56,1,2612,St. Peter's,71.2,15,Midwest,5.50%,2.20%,1.10%,0.30%,0.20%,0.10%
mens,45370.7676821759,0,1,0.157338874453291,0.036342812426423,0.00624421725571309,0.000639697779081379,6.25282971919485E-05,5.77553099925602E-06,57,1,98,Western Kentucky,74.7,15,South,7.90%,2.40%,0.70%,0.30%,0.10%,0.10%
mens,45370.7676821759,0,1,0.0335100438024843,0.00657265193555642,0.00133924081441757,0.000243091769066997,1.87292131443603E-05,2.19117346184023E-06,58,1,299,Long Beach State,72.7,15,West,4.40%,1.80%,0.90%,0.30%,0.10%,0.10%
mens,45370.7676821759,0,1,0.00497764033238171,0.000661609717409657,5.66583852993725E-05,4.15623725386768E-06,2.75488183686049E-07,1.88927605125979E-08,59,1,56,Stetson,70.8,16,East,3.50%,1.50%,0.90%,0.50%,0.30%,0.20%
mens,45370.7676821759,0,1,0.0330291566982712,0.00491321573139232,0.000606891864592713,8.06254751757511E-05,6.51025350376949E-06,5.02249297641713E-07,60,1,2344,Longwood,73.4,16,South,5.90%,2.20%,1.00%,0.30%,0.10%,0.10%
mens,45370.7676821759,1,0.553082504328435,0.208453046111558,0.0465991539131059,0.0172311641029474,0.00398823224274664,0.001160948111217,0.000259082913209324,61,1,258,Virginia,81.6,10a,Midwest,5.00%,2.00%,1.00%,0.30%,0.20%,0.10%
mens,45370.7676821759,1,0.592557021547409,0.308897890086305,0.155587063770411,0.0746260712923558,0.0253819517367915,0.00934034849081994,0.0031532862055772,62,1,38,Colorado,84.8,10a,South,3.20%,1.40%,0.70%,0.40%,0.20%,0.10%
mens,45370.7676821759,1,0.446917495671565,0.142344331353877,0.026274808094901,0.00918625312678954,0.00200310937977975,0.000689793903336782,0.00018686080204962,63,1,36,Colorado State,81.5,10b,Midwest,2.40%,1.10%,0.60%,0.40%,0.20%,0.10%
mens,45370.7676821759,1,0.407442978452591,0.176911967830152,0.0751753758764042,0.0295965482326343,0.00792113891472469,0.00246655834663853,0.00070618658769769,64,1,68,Boise State,82.9,10b,South,2.70%,1.20%,0.70%,0.40%,0.20%,0.10%
mens,45370.7676821759,1,0.623215446595552,0.00659685256759886,0.000969494021766374,0.000109482854930314,8.89935711264308E-06,6.99799363520642E-07,3.96450156395842E-08,65,1,147,Montana State,71.1,16a,Midwest,94.3%,87.9%,78.9%,60.5%,39.3%,20.2%
mens,45370.7676821759,1,0.586238985543452,0.00934764733473423,0.000558989130267179,3.53368699798965E-05,1.41743408136542E-06,4.03920626608456E-08,1.98490117736387E-09,66,1,47,Howard,68.4,16a,West,93.6%,87.6%,80.4%,63.9%,52.8%,30.0%
mens,45370.7676821759,1,0.376784553404448,0.00190730629516424,0.000184467121452376,1.31621935000321E-05,6.70182852212495E-07,4.07096115594219E-08,1.78217768248678E-09,67,1,2755,Grambling State,68.1,16b,Midwest,93.2%,85.6%,77.2%,55.2%,23.5%,10.2%
mens,45370.7676821759,1,0.413761014456548,0.00381774814872307,0.000151284932700638,7.06058288357092E-06,2.09600660524727E-07,4.38311308081438E-09,1.6556403573514E-10,68,1,2681,Wagner,66.4,16b,West,92.3%,83.3%,63.7%,15.9%,9.8%,4.8%
